HCPID,log_date,model2_time,model2_sucess,model2_best_egs,model2_best_alpha,model2_best_r,model2_obj_value,model2_details
105216_fnca,21-04-25,4335.9757442474365,True,0.6993550931177268,0.7639320225002102,1.8779560429106714,0.07614624211978208," allvecs: [array([0.1, 0.1, 0.1]), array([3.84478511, 0.76247648, 1.44723807]), array([0.62122461, 0.77926008, 2.13397193]), array([0.69935509, 0.76393202, 1.87795604])]
   direc: array([[1., 0., 0.],
       [0., 1., 0.],
       [0., 0., 1.]])
     fun: 0.07614624211978208
 message: 'Optimization terminated successfully.'
    nfev: 140
     nit: 3
  status: 0
 success: True
       x: array([0.69935509, 0.76393202, 1.87795604])"
106016_fnca,21-04-25,4800.446315288544,True,3.5538154084068365,0.6852579494123097,6.094860093359979,0.29874017914135503," allvecs: [array([0.1, 0.1, 0.1]), array([1.18120524, 0.2418172 , 1.60366463]), array([3.0812846 , 0.87550514, 4.21783037]), array([3.55381541, 0.68525795, 6.09486009])]
   direc: array([[0.        , 0.        , 1.        ],
       [0.        , 1.        , 0.        ],
       [1.08776333, 0.1426774 , 1.51278516]])
     fun: 0.29874017914135503
 message: 'Optimization terminated successfully.'
    nfev: 155
     nit: 3
  status: 0
 success: True
       x: array([3.55381541, 0.68525795, 6.09486009])"
106319_fnca,21-04-25,5669.3229558467865,True,2.639320225002103,0.17168440026741183,8.815143186476991,0.07116192823578006," allvecs: [array([0.1, 0.1, 0.1]), array([4.27050983, 0.38196601, 7.50269812]), array([3.8172515, 0.2353957, 7.9513836]), array([3.39529903, 0.19910711, 9.10989188]), array([2.63932023, 0.1716844 , 8.81514319])]
   direc: array([[1., 0., 0.],
       [0., 1., 0.],
       [0., 0., 1.]])
     fun: 0.07116192823578006
 message: 'Optimization terminated successfully.'
    nfev: 183
     nit: 4
  status: 0
 success: True
       x: array([2.63932023, 0.1716844 , 8.81514319])"
106521_fnca,21-04-25,3439.1724076271057,True,1.5446546590344012,0.6554736271173995,2.0243003795179924,0.13465486241792057," allvecs: [array([0.1, 0.1, 0.1]), array([1.61505383, 0.61731657, 0.91459152]), array([1.54465466, 0.65547363, 2.02430038])]
   direc: array([[1.        , 0.        , 0.        ],
       [0.        , 0.        , 1.        ],
       [0.47692514, 0.16284654, 0.25642599]])
     fun: 0.13465486241792057
 message: 'Optimization terminated successfully.'
    nfev: 112
     nit: 2
  status: 0
 success: True
       x: array([1.54465466, 0.65547363, 2.02430038])"
107321_fnca,21-04-25,3625.3763284683228,True,1.0085576532456901,0.31810730249348074,0.40006928399076197,0.12174417125707417," allvecs: [array([0.1, 0.1, 0.1]), array([2.04930565, 0.75349159, 0.12700607]), array([1.00855765, 0.3181073 , 0.40006928])]
   direc: array([[ 1.        ,  0.        ,  0.        ],
       [ 0.        ,  0.        ,  1.        ],
       [-0.35194507, -0.11798721, -0.00487592]])
     fun: 0.12174417125707417
 message: 'Optimization terminated successfully.'
    nfev: 117
     nit: 2
  status: 0
 success: True
       x: array([1.00855765, 0.3181073 , 0.40006928])"
107422_fnca,21-04-25,7934.7391629219055,True,0.2869463054903816,0.6341630591085895,0.8777623185112556,0.09299044156375547," allvecs: [array([0.1, 0.1, 0.1]), array([1.41799269, 0.90672444, 1.79879821]), array([0.24313174, 0.45849607, 0.2889344 ]), array([0.50456863, 0.69946994, 0.78442413]), array([0.18966629, 0.6417772 , 0.88112312]), array([0.28694631, 0.63416306, 0.87776232])]
   direc: array([[ 1.        ,  0.        ,  0.        ],
       [ 0.        ,  0.        ,  1.        ],
       [-0.81827142, -0.50085221, -1.05469327]])
     fun: 0.09299044156375547
 message: 'Optimization terminated successfully.'
    nfev: 255
     nit: 5
  status: 0
 success: True
       x: array([0.28694631, 0.63416306, 0.87776232])"
108121_fnca,21-04-25,3278.2241015434265,True,4.306417751272144,0.6254324195439347,2.8092149237056927,0.3641584926722654," allvecs: [array([0.1, 0.1, 0.1]), array([3.09132661, 0.33194277, 0.75060116]), array([4.30641775, 0.62543242, 2.80921492])]
   direc: array([[0.        , 0.        , 1.        ],
       [0.        , 1.        , 0.        ],
       [0.5015347 , 0.03888821, 0.10908172]])
     fun: 0.3641584926722654
 message: 'Optimization terminated successfully.'
    nfev: 104
     nit: 2
  status: 0
 success: True
       x: array([4.30641775, 0.62543242, 2.80921492])"
108323_fnca,21-04-25,6678.028178691864,True,3.818916333518169,0.6250362219493787,0.9661802824456716,0.18684821791318565," allvecs: [array([0.1, 0.1, 0.1]), array([1.30416376, 0.06083186, 0.24430595]), array([1.72815316, 0.08874913, 1.33965203]), array([4.03418912, 0.22618436, 0.9823972 ]), array([3.81891633, 0.62503622, 0.96618028])]
   direc: array([[ 0.        ,  0.        ,  1.        ],
       [ 0.        ,  1.        ,  0.        ],
       [ 0.81639398, -0.02655506,  0.09783595]])
     fun: 0.18684821791318565
 message: 'Optimization terminated successfully.'
    nfev: 214
     nit: 4
  status: 0
 success: True
       x: array([3.81891633, 0.62503622, 0.96618028])"
108525_fnca,21-04-25,4546.066890001297,True,3.8044132824910553,0.7165840893037867,8.463872533166606,0.2280011321264542," allvecs: [array([0.1, 0.1, 0.1]), array([1.90308244, 0.32623792, 0.44278472]), array([3.09016994, 0.37383539, 9.40307171]), array([3.80441328, 0.71658409, 8.46387253])]
   direc: array([[1., 0., 0.],
       [0., 1., 0.],
       [0., 0., 1.]])
     fun: 0.2280011321264542
 message: 'Optimization terminated successfully.'
    nfev: 148
     nit: 3
  status: 0
 success: True
       x: array([3.80441328, 0.71658409, 8.46387253])"
108828_fnca,21-04-26,3333.3629801273346,True,3.090169943749474,0.24763968099523553,2.2087686227806604,0.27639628347313694," allvecs: [array([0.1, 0.1, 0.1]), array([1.94446464, 0.23417959, 0.68240408]), array([3.09016994, 0.24763968, 2.20876862])]
   direc: array([[0.        , 0.        , 1.        ],
       [0.        , 1.        , 0.        ],
       [1.11474307, 0.08109441, 0.35198881]])
     fun: 0.27639628347313694
 message: 'Optimization terminated successfully.'
    nfev: 108
     nit: 2
  status: 0
 success: True
       x: array([3.09016994, 0.24763968, 2.20876862])"
109123_fnca,21-04-26,3265.177947282791,True,0.8846803588137206,0.6272063285073781,4.980308945449501,0.17916032525823467," allvecs: [array([0.1, 0.1, 0.1]), array([2.76448602, 0.9007612 , 6.68868715]), array([0.88468036, 0.62720633, 4.98030895])]
   direc: array([[1.        , 0.        , 0.        ],
       [0.        , 0.        , 1.        ],
       [0.12475529, 0.03749286, 0.30849237]])
     fun: 0.17916032525823467
 message: 'Optimization terminated successfully.'
    nfev: 107
     nit: 2
  status: 0
 success: True
       x: array([0.88468036, 0.62720633, 4.98030895])"
109325_fnca,21-04-26,4863.816819667816,True,0.7935280179213274,0.6511162510960764,0.6979400957124919,0.12651511700161358," allvecs: [array([0.1, 0.1, 0.1]), array([1.18260541, 0.87015175, 0.24505359]), array([0.48414665, 0.6071722 , 0.42594976]), array([0.79352802, 0.65111625, 0.6979401 ])]
   direc: array([[ 1.        ,  0.        ,  0.        ],
       [ 0.        ,  0.        ,  1.        ],
       [-0.57608996, -0.40982309, -0.07718779]])
     fun: 0.12651511700161358
 message: 'Optimization terminated successfully.'
    nfev: 158
     nit: 3
  status: 0
 success: True
       x: array([0.79352802, 0.65111625, 0.6979401 ])"
110411_fnca,21-04-26,3108.4190843105316,True,3.15349974164365,0.35079692468353396,0.5798567511757025,0.20256653022786444," allvecs: [array([0.1, 0.1, 0.1]), array([1.72635133, 0.38196601, 0.68264894]), array([3.15349974, 0.35079692, 0.57985675])]
   direc: array([[0.        , 0.        , 1.        ],
       [0.        , 1.        , 0.        ],
       [1.70823715, 0.29616283, 0.61198497]])
     fun: 0.20256653022786444
 message: 'Optimization terminated successfully.'
    nfev: 102
     nit: 2
  status: 0
 success: True
       x: array([3.15349974, 0.35079692, 0.57985675])"
111312_fnca,21-04-26,1333.718056678772,True,1.3527871740833444,0.18329110633469864,0.7631304324855293,0.2753897238460433," allvecs: [array([0.1, 0.1, 0.1]), array([1.35278717, 0.18329111, 0.76313043])]
   direc: array([[1., 0., 0.],
       [0., 1., 0.],
       [0., 0., 1.]])
     fun: 0.2753897238460433
 message: 'Optimization terminated successfully.'
    nfev: 44
     nit: 1
  status: 0
 success: True
       x: array([1.35278717, 0.18329111, 0.76313043])"
